country,period,extreme_temp_total_affected,extreme_temp_total_deaths,drought_total_affected,drought_total_deaths,flood_total_affected,flood_total_deaths,storm_total_affected,storm_total_deaths
Austria,2005,0.0,7.0,0.0,0.0,3220.0,5.0,0.0,4.0
Austria,2010,0.0,5.0,0.0,0.0,200.0,4.0,0.0,0.0
Austria,2015,0.0,1.0,0.0,0.0,0.0,0.0,330.0,16.0
Austria,2020,0.0,1960.0,0.0,0.0,0.0,1.0,2233.0,10.0
Azerbaijan,1995,0.0,0.0,0.0,0.0,1733800.0,16.0,0.0,0.0
Azerbaijan,2000,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,0.0
Azerbaijan,2005,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0
Azerbaijan,2010,0.0,5.0,0.0,0.0,70000.0,3.0,0.0,0.0
Bahamas,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
Bahamas,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Bahamas,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Bahamas,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bahamas,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,1965,0.0,0.0,0.0,0.0,0.0,0.0,1203.0,5.0
Bahamas,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,1990,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,4.0
Bahamas,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bahamas,2000,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,12.0
Bahamas,2005,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,2.0
Bahamas,2010,0.0,0.0,0.0,0.0,1000.0,0.0,10000.0,1.0
Bahamas,2015,0.0,0.0,0.0,0.0,0.0,0.0,21650.0,389.0
Bangladesh,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
Bangladesh,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1920,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,6.0
Bangladesh,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1940,0.0,0.0,0.0,1900000.0,0.0,0.0,0.0,66000.0
Bangladesh,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Bangladesh,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
Bangladesh,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Bangladesh,1960,0.0,0.0,0.0,0.0,1000000.0,10030.0,1200800.0,41794.0
Bangladesh,1965,0.0,0.0,0.0,0.0,16389616.0,260.0,17675811.0,50829.0
Bangladesh,1970,0.0,0.0,0.0,0.0,48000000.0,29177.0,3723110.0,305380.0
Bangladesh,1975,0.0,0.0,0.0,0.0,4613650.0,198.0,11050.0,1764.0
Bangladesh,1980,0.0,0.0,20000000.0,0.0,47468000.0,2100.0,2043400.0,1781.0
Bangladesh,1985,0.0,170.0,5000000.0,0.0,75800000.0,4964.0,15232460.0,17196.0
Bangladesh,1990,0.0,328.0,0.0,0.0,21223513.0,823.0,17035048.0,140360.0
Bangladesh,1995,34000.0,473.0,0.0,0.0,36942150.0,2121.0,6627417.0,2253.0
Bangladesh,2000,52200.0,970.0,0.0,0.0,42300898.0,1075.0,295349.0,749.0
Bangladesh,2005,118708.0,277.0,0.0,0.0,16348855.0,1329.0,12987471.0,4830.0
Bangladesh,2010,209292.0,222.0,0.0,0.0,10744481.0,223.0,1979429.0,242.0
Bangladesh,2015,4500.0,84.0,0.0,0.0,19011926.0,430.0,7425368.0,350.0
Bangladesh,2020,33000000.0,10.0,0.0,0.0,25105952.0,519.0,11740025.0,98.0
Bangladesh,2025,0.0,0.0,0.0,0.0,15350.0,5.0,10104.0,13.0
Barbados,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Barbados,1970,0.0,0.0,0.0,0.0,210.0,3.0,0.0,0.0
Barbados,1980,0.0,0.0,0.0,0.0,100.0,0.0,5007.0,0.0
Barbados,1985,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0
Barbados,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,2000,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,1.0
Barbados,2010,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0
Barbados,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Barbados,2020,0.0,0.0,0.0,0.0,0.0,0.0,5979.0,0.0
Belarus,1990,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0
Belarus,1995,0.0,0.0,0.0,0.0,2000.0,2.0,21390.0,5.0
Belarus,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,2005,1820.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,2010,42955.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,2015,50539.0,43.0,0.0,0.0,50000.0,0.0,0.0,0.0
Belarus,2020,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0
Belgium,1925,0.0,0.0,0.0,0.0,146000.0,0.0,0.0,0.0
Belgium,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Belgium,1950,0.0,0.0,0.0,0.0,350.0,11.0,0.0,0.0
Belgium,1955,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Belgium,1960,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,1965,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Belgium,1970,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0
Belgium,1975,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0
Belgium,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,1990,0.0,0.0,0.0,0.0,3250.0,1.0,0.0,16.0
Belgium,1995,0.0,0.0,0.0,0.0,140.0,1.0,1705.0,8.0
Belgium,2000,0.0,1175.0,0.0,0.0,2400.0,0.0,0.0,5.0
Belgium,2005,0.0,943.0,0.0,0.0,210.0,0.0,2.0,2.0
Belgium,2010,0.0,3.0,0.0,0.0,690.0,4.0,71.0,6.0
Belgium,2015,0.0,1126.0,0.0,0.0,0.0,3.0,0.0,2.0
Belgium,2020,0.0,2694.0,0.0,0.0,104950.0,39.0,0.0,4.0
Belize,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
Belize,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Belize,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
Belize,1970,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0
Belize,1975,0.0,0.0,0.0,0.0,17000.0,0.0,6000.0,5.0
Belize,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,1995,0.0,0.0,0.0,0.0,2600.0,0.0,60000.0,9.0
Belize,2000,0.0,0.0,0.0,0.0,0.0,0.0,82570.0,44.0
Belize,2005,0.0,0.0,0.0,0.0,38000.0,1.0,30000.0,10.0
Belize,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,2015,0.0,0.0,0.0,0.0,20000.0,0.0,10355.0,0.0
Belize,2020,0.0,0.0,0.0,0.0,0.0,0.0,232312.0,0.0
Benin,1970,0.0,0.0,86269.0,0.0,0.0,0.0,0.0,0.0
Benin,1975,0.0,0.0,28731.0,0.0,0.0,0.0,0.0,0.0
Benin,1980,0.0,0.0,1398722.0,0.0,580000.0,0.0,0.0,0.0
Benin,1985,0.0,0.0,701278.0,0.0,559000.0,61.0,0.0,0.0
Benin,1990,0.0,0.0,0.0,0.0,34000.0,3.0,0.0,0.0
Benin,1995,0.0,0.0,0.0,0.0,800196.0,34.0,0.0,0.0
Benin,2005,0.0,0.0,0.0,0.0,288776.0,35.0,800.0,0.0
Benin,2010,0.0,0.0,0.0,0.0,924575.0,50.0,0.0,0.0
Benin,2020,0.0,0.0,0.0,0.0,149902.0,63.0,0.0,0.0
Bermuda,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,1985,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Bermuda,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bhutan,1990,0.0,0.0,0.0,0.0,600.0,22.0,65000.0,17.0
Bhutan,2000,0.0,0.0,0.0,0.0,1000.0,200.0,0.0,0.0
Bhutan,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Bhutan,2020,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Bolivia,1965,0.0,0.0,0.0,0.0,32800.0,78.0,0.0,0.0
Bolivia,1970,0.0,0.0,0.0,0.0,18000.0,31.0,0.0,0.0
Bolivia,1975,0.0,0.0,0.0,0.0,268000.0,50.0,0.0,0.0
Bolivia,1980,0.0,0.0,3083049.0,0.0,98000.0,250.0,0.0,0.0
Bolivia,1985,0.0,0.0,0.0,0.0,330475.0,54.0,0.0,0.0
Bolivia,1990,0.0,0.0,333160.0,0.0,40050.0,4.0,0.0,0.0
Bolivia,1995,0.0,0.0,0.0,0.0,191600.0,56.0,0.0,0.0
Bolivia,2000,25277.0,6.0,31072.0,0.0,426935.0,221.0,12085.0,20.0
Bolivia,2005,0.0,0.0,71428.0,0.0,1014119.0,140.0,6655.0,0.0
Bolivia,2010,17490.0,22.0,454035.0,0.0,982553.0,213.0,0.0,0.0
Bolivia,2015,0.0,0.0,665000.0,0.0,536368.0,110.0,0.0,0.0
Bolivia,2020,0.0,0.0,2050000.0,10.0,932200.0,162.0,0.0,0.0
Bolivia,2025,0.0,0.0,0.0,0.0,2965115.0,63.0,80000.0,23.0
Bosnia and Herzegovina,1995,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,0.0
Bosnia and Herzegovina,2000,0.0,0.0,62575.0,0.0,287000.0,0.0,0.0,0.0
Bosnia and Herzegovina,2005,10000.0,1.0,0.0,0.0,6830.0,0.0,0.0,4.0
Bosnia and Herzegovina,2010,10347.0,4.0,0.0,0.0,1035510.0,29.0,0.0,0.0
Bosnia and Herzegovina,2015,0.0,0.0,0.0,0.0,800.0,1.0,0.0,0.0
Bosnia and Herzegovina,2020,0.0,909.0,0.0,0.0,271000.0,28.0,20.0,1.0
Bosnia and Herzegovina,2025,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0
Botswana,1965,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0
Botswana,1970,0.0,0.0,87600.0,0.0,1000.0,0.0,0.0,0.0
Botswana,1980,0.0,0.0,496184.0,0.0,0.0,0.0,0.0,0.0
Botswana,1985,0.0,0.0,541116.0,0.0,12007.0,8.0,0.0,0.0
Botswana,1990,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0
Botswana,1995,0.0,0.0,0.0,0.0,5500.0,20.0,0.0,0.0
Botswana,2000,0.0,0.0,0.0,0.0,143736.0,3.0,0.0,0.0
Botswana,2005,0.0,0.0,0.0,0.0,4656.0,0.0,400.0,0.0
Botswana,2010,0.0,0.0,0.0,0.0,4210.0,12.0,0.0,0.0
Botswana,2015,0.0,0.0,38000.0,0.0,7475.0,0.0,0.0,0.0
Botswana,2020,0.0,0.0,37000.0,0.0,0.0,0.0,105000.0,0.0
Botswana,2025,0.0,0.0,0.0,0.0,190000.0,9.0,0.0,0.0
Brazil,1945,0.0,0.0,0.0,0.0,0.0,200.0,0.0,100.0
Brazil,1955,0.0,0.0,0.0,0.0,0.0,212.0,0.0,59.0
Brazil,1960,0.0,0.0,0.0,0.0,120000.0,100.0,0.0,0.0
Brazil,1965,0.0,113.0,0.0,0.0,705986.0,1718.0,0.0,36.0
Brazil,1970,0.0,0.0,10000000.0,0.0,442371.0,636.0,0.0,0.0
Brazil,1975,600.0,126.0,5000000.0,0.0,2460000.0,506.0,100.0,10.0
Brazil,1980,0.0,0.0,20000000.0,20.0,4053100.0,570.0,4548.0,58.0
Brazil,1985,0.0,77.0,750000.0,0.0,4736513.0,1028.0,48000.0,58.0
Brazil,1990,0.0,0.0,0.0,0.0,167293.0,151.0,1000.0,0.0
Brazil,1995,0.0,0.0,10000000.0,0.0,150500.0,235.0,676.0,3.0
Brazil,2000,0.0,0.0,1000000.0,0.0,312781.0,440.0,153460.0,17.0
Brazil,2005,0.0,0.0,1000000.0,0.0,3978391.0,426.0,4308.0,9.0
Brazil,2010,0.0,32.0,13053788.0,0.0,2625100.0,1504.0,13864.0,2.0
Brazil,2015,0.0,0.0,18008212.0,0.0,501178.0,112.0,11037.0,2.0
Brazil,2020,0.0,0.0,608000.0,0.0,4726471.0,1136.0,374048.0,63.0
Brazil,2025,0.0,0.0,0.0,0.0,780.0,0.0,6130.0,9.0
British Virgin Islands,1995,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
British Virgin Islands,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Bulgaria,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,1990,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0
Bulgaria,1995,323.0,3.0,0.0,0.0,200.0,1.0,850.0,0.0
Bulgaria,2000,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0
Bulgaria,2005,70.0,30.0,0.0,0.0,30510.0,51.0,0.0,0.0
Bulgaria,2010,0.0,36.0,0.0,0.0,47287.0,25.0,40.0,1.0
Bulgaria,2015,0.0,0.0,0.0,0.0,600.0,9.0,0.0,0.0
